ImageID,Labels,Caption
737.jpg,8 3,"A white sheriff's truck driving down a street."
738.jpg,1,"A man riding a white surfboard on a wave in the ocean."
739.jpg,13,"A stop sign on the corner of W Waveland Ave."
740.jpg,1,"A bride and a groom feeding cake to each other."
741.jpg,1,"Several people grouped around an elephant that is behind a fence."
742.jpg,17 3,"A cat laying down in front of a car."
743.jpg,1,"Remains of various deserts are situated on a table."
744.jpg,1,"A man in a black wet-suit surfing on a wave."
745.jpg,1 19,"The handicapped jockeys race their horses over the track."
746.jpg,11,"A red fire hydrant surrounded by a concrete fence."
747.jpg,17,"A calico cat relaxes on a rug with its head resting on a stuffed banana toy."
748.jpg,1,"A group of guys are playing a competitive game of Frisbee."
749.jpg,1 19,"A man and woman that are next to a horse."
750.jpg,1,"A female tennis player is swinging her tennis racquet to hit the ball."
751.jpg,1 2 3,"A very wet city street lined with parked cars"
752.jpg,17,"A kitten with blue eyes sitting on a colorful blanket."
753.jpg,1,"A person who is standing in front of a laptop."
754.jpg,1 15,"A group of people on a park bench under a tree"
755.jpg,1 18,"a kid sitting on a couch while using a wii mote"
756.jpg,8,"Two red fire trucks parked next to each other in front of a fire house."
757.jpg,8 1 19,"A few people in police outfits on horses on a street."
758.jpg,1,"THIS IS A PHOTO OF A MAN PLAYING BASEBALL"
759.jpg,1,"A man sits in a chair next to a woman who is holding a child."
760.jpg,1,"A woman playing tennis on an asphalt court."
761.jpg,1,"A woman sitting at a table eating a meal."
762.jpg,1,"A woman petting a sheep on top of a green field."
763.jpg,16,"A clock mounted to a pole surrounded by birds."
764.jpg,1,"A colorful kite being used for a snow boarder"
765.jpg,1,"A man walking across a snow covered park."
766.jpg,10,"A traffic light hanging from the side of a pole."
767.jpg,1 18,"A little girl sitting in a highchair in front of a green plate of food."
768.jpg,8 1 18 3,"A man trying to fly a kite in a field"
769.jpg,1 7,"A little girl standing in front of a train cake."
770.jpg,1 2 3,"there are people that are riding there bikes on the street"
771.jpg,16,"a yellow, black and white bird perched in a tree"
772.jpg,1,"a plate with part of a cake and a knife on it"
773.jpg,1 11,"A woman walking down a sidewalk past a fire hydrant."
774.jpg,1 2,"A man is sitting on a bench, texting, outside of a Chinese store."
775.jpg,9 1,"A woman with a frisbee in the water."
776.jpg,1,"A group of people standing next to a baggage terminal."
777.jpg,1,"A person holding a toy over a white toilet."
778.jpg,1 7 15,"An old fashioned train engine parked with american flag"
779.jpg,1 2 3 14,"A man with a computer looks out the window of a cafe."
780.jpg,1,"Two men in a field jumping for a Frisbee."
781.jpg,1,"A pretty little girl flying a kite on a sandy beach."
782.jpg,1,"A woman sitting on a wooden chair next to a window."
783.jpg,5,"A red and white airplane approaches the airport."
784.jpg,1,"A baby that is holding a bear posing for a picture."
785.jpg,1,"A person stands on a snowboard on top of a tarp."
786.jpg,1 2 3 7,"A train that is sitting on the tracks."
787.jpg,4,"A motorcycle sitting on the side of the rode with a bag on it."
788.jpg,1 4,"A man in a suit riding a motorcycle."
789.jpg,1,"A man giving a speech showing a picture of electronics."
790.jpg,1,"A crowd of people walking next to each other."
791.jpg,1,"A group of young men posing for a picture on a tennis court."
792.jpg,1,"Female tennis player on a court swinging at a ball"
793.jpg,1,"A group of men on a court with balls."
794.jpg,1 3,"A pretty young lady talking on a cell phone while sitting on a field."
795.jpg,8 5,"Planes are on the runway at an airport and one plane is Purolator."
796.jpg,1,"A person snow barding down a snowy hill"
797.jpg,1,"An open laptop rests behind food and a knife."
798.jpg,1 15,"A catcher holds up his glove as the batter swings his bat"
799.jpg,1 3 4 8 10 14,"A group of police officers riding motorcycles down a road."
800.jpg,1 4,"A man riding a motorcycle with a woman on back of it."
801.jpg,9,"A large yellow and brown boat floating on a body of water."
802.jpg,1,"A person on a beach flying a kite."
803.jpg,8 3 5,"An airplane loading or unloading passengers at an airport."
804.jpg,1,"A person sitting on a bed with a laptop."
805.jpg,7,"A brown trunk sitting on a cart next to a red train."
806.jpg,8,"Large rolling vehicle with even larger motor up close."
807.jpg,1,"a man watching another man taking food out of the oven with and oven mitt"
808.jpg,1,"Person doing a skateboard trick on concrete stairs."
809.jpg,1 7,"A group of people standing on top of a loading platform."
810.jpg,1,"A set of four pictures showing people eating hot dogs."
811.jpg,1 5,"An old airplane manufacturing assembly line with workers."
812.jpg,1,"some people on some grass with a red umbrella"
813.jpg,4,"A chrome laden orange motorcycle is on display"
814.jpg,5,"An airplane wing as seen from inside the aircraft."
815.jpg,1 18,"A picture of a brown dog sitting on the beach."
816.jpg,1,"A cross country skier is out on a very snowy course."
817.jpg,10 7,"A form of public transportation at an intersection."
818.jpg,5,"A white jet with blue and orange detailing sits on the runway."
819.jpg,1,"A group of baseball players standing on top of a field."
820.jpg,1,"The sun is shining on skiers going down a slope."
821.jpg,1 15,"A group of baseball players playing a game of ball."
822.jpg,1,"Small children stand on the snow ready to ski."
823.jpg,1,"A kite flying in the sky next to a house."
824.jpg,5,"a fighter jet is flying thru the sky"
825.jpg,1,"Man and woman on skis standing on slope of snow."
826.jpg,17,"A black and white cat curled up asleep on a chair"
827.jpg,8 3,"A FedEx van traveling along a city street."
828.jpg,1,"Some tennis players shaking hands at the net."
829.jpg,19,"an old looking donkey carrying baskets on his back"
830.jpg,1,"A man plays tennis while other people watch him."
831.jpg,1,"A woman wearing tight jeans holding a game controller."
832.jpg,1,"A man looking at himself in a bathroom mirror"
833.jpg,8 1 3,"A large design of a pair of scissors being covered up."
834.jpg,1,"A group of skiers stand near a lodge at a snow resort."
835.jpg,1 19,"Two young women leading a bray horse into a stable."
836.jpg,3 11,"A fire hydrant that has been painted red white and blue"
837.jpg,1 15,"Small child climbing on a bench on an outdoor promenade."
838.jpg,1,"a big long line of people walking through the snow"
839.jpg,1,"An old woman and a young man sitting on subway talking on phones."
840.jpg,1 4,"Several enlisted men admire a motorcycle in a housing area."
841.jpg,1,"A man riding down the side of a skateboard ramp."
842.jpg,1,"a man on a surfboard riding a wave"
843.jpg,1 9,"a man standing on stage while others watch him"
844.jpg,1,"A man in a yellow shirt brushing his teeth."
845.jpg,1,"The jumping skateboarder is casting a shadow on the wall."
846.jpg,1 18,"A man sitting on top of a couch next to dog."
847.jpg,17,"a black and white kitty laying on its back sleeping in a bathroom sink"
848.jpg,15,"A large metal clock sitting in the middle of a sidewalk."
849.jpg,1 2,"A man standing next to a  bike in front of a building."
850.jpg,1,"A tennis player trying to hit the ball."
851.jpg,1,"A young man holding a tennis racquet on a  tennis court."
852.jpg,1,"A man puts a glass with something green in it up to his mouth."
853.jpg,1,"A man riding an elephant down a sandy beach."
854.jpg,1 18,"A large open grass field with some tents."
855.jpg,17 1,"A persons foot is near a small kitten on some lawn."
856.jpg,1 3 6 8 10,"A group of people with umbrellas on street at night."
857.jpg,1 6,"A blue bus waiting for passengers at a stop."
858.jpg,1,"A boy in a suit with a red tie standing in a garden."
859.jpg,1,"A man riding skis on top of a snow covered slope."
860.jpg,1,"A girl plays video games while standing up in her living room."
861.jpg,1,"A tennis player is walking across the court."
862.jpg,1 19,"A person riding a horse in field next to a barrier."
863.jpg,1,"A little girl tossing a blue frisbee standing on a  lush green field."
864.jpg,9,"Big Ben's clock tower and the London Bridge at night."
865.jpg,9 1,"A person flying a kite high in the sky."
866.jpg,1 4,"A mint green motorcycle with things hanging on it"
867.jpg,1 3 4,"The cow is rushing towards a moving car."
868.jpg,1,"A man riding skis down a snow covered ski slope."
869.jpg,1,"A tennis player about to hit the tennis ball."
870.jpg,1,"A woman laying on a white bed in a white walled bedroom."
871.jpg,3,"A black laptop sits on a table near a window."
872.jpg,1,"A table topped with plates filled with breakfast foods."
873.jpg,8 1 19,"People are on a horse going down the street."
874.jpg,1,"A girl is eating a long hotdog on a bun with ketchup."
875.jpg,1,"A group of people sit next to each other on a bus."
876.jpg,1 7,"Old trains are lined up with people boarding them."
877.jpg,5,"A line of airplanes sitting on a dirt field in the desert."
878.jpg,1,"A baseball game in progress with the batter up to plate."
879.jpg,1 5 9,"Some people who are watching an airplane fly over the ocean."
880.jpg,8,"A group of trucks that are lined up on the street."
881.jpg,7,"A train with sitting on a track near a platform."
882.jpg,13,"The graffiti on this Stop sign denotes a positive impact."
883.jpg,1,"A group of people standing around a wooden table with bowls of food."
884.jpg,8 1 3 16,"People walking down the sidewalk with no turn signs."
885.jpg,1 18 3,"A group of people are sitting and standing by the curb"
886.jpg,8 1 5,"there is a very large plane that is being boarded"
887.jpg,8 3,"Back of truck on street carrying blue barrel."
888.jpg,13,"A red stop sign above a white traffic sign."
889.jpg,7,"A train is on a track next to a street lamp."
890.jpg,1 15,"A man flying through the air while riding a skateboard."
891.jpg,1,"A man stands on an elephant while in water."
892.jpg,1 4,"A man is riding on a painted elephant."
893.jpg,1,"Side view of two standing elephants with a man on neck of one, both elephants with trunks to ground, in front of two long logs outside with hut and trees behind."
894.jpg,1 15 7,"THER E IS A COMMUTER TRAIN THAT IS COMING ON THE TRACKS"
895.jpg,17,"A cat sits by four matching luggage bags."
896.jpg,1,"A group of people stand near an outdoor table display."
897.jpg,10,"A city full of tall buildings surrounding a street."
898.jpg,8 1 2,"A red truck is parked in front of a building and next to a pile of tires."
899.jpg,4,"Motorcycles and four-wheelers are parked in front of a church."
900.jpg,1,"A man is riding on a surfboard at the beach"
901.jpg,3 4,"This is a parking lot full of motorcycles"
902.jpg,1,"A couple walking down stairs after a wedding."
903.jpg,1,"a bunch of people on skis sit on some snow"
904.jpg,1 10 7,"a pole with some yellow lights in front of a narrow building"
905.jpg,17,"A dog standing next to a refrigerator freezer inside of a kitchen."
906.jpg,1,"Skateboarder grinding on the lip a half pipe"
907.jpg,1 2 18 15,"Some people are relaxing on a sunny day next to the beach."
908.jpg,1 6,"A man in a helmet riding a skateboard down a hill."
909.jpg,1 15,"A team of baseball players playing a game of baseball."
910.jpg,1,"A couple of men standing in a room."
911.jpg,1 19 7,"A small red brick building next to a train."
912.jpg,1 18,"A teenage boy is in a field looking at a wire."
913.jpg,16,"A hawk perched on the ledge of a building"
914.jpg,19,"A doll and small toys in a doll house."
915.jpg,1 3 15,"people sitting in lawn chairs while holding tennis rackets"
916.jpg,1,"A person doing a trick on skis over a snow ramp."
917.jpg,18,"A small dog is sitting in a wooden chair that is up against a colorful building."
918.jpg,2 18,"A room filled with bikes and lots of clutter."
919.jpg,1 3 6 10 15,"A woman that is walking with an umbrella."
920.jpg,1,"Two women are talking while a man is tending bar."
921.jpg,1,"A person in a wheelchair dragging a blue suitcase."
922.jpg,8 3 5,"A great view high up at some airport"
923.jpg,1,"Groups of skiers and snowboarders on a snow covered slope."
924.jpg,1 3 4,"A group of three police cars driving in formation."
925.jpg,16,"Two geese who are standing on some grass."
926.jpg,8 1 3 4,"Santa Claus is riding a motorcycle down the street."
927.jpg,1,"A person holds a bunch of under ripe bananas"
928.jpg,1,"These men are using their individual laptops during a presentation"
929.jpg,1,"A man holding a white surfboard on a beach."
930.jpg,1,"A man wearing a cap and gown talking on a cell phone."
931.jpg,13,"A street sign next to a tall brown brick building."
932.jpg,19,"A white horse standing in the middle of a forest."
933.jpg,16,"A couple of birds perched on top of a tall tree."
934.jpg,1,"Two young boys cleaning a bathroom together."
935.jpg,1 18,"A person feeds part of a biscuit to a hungry dog."
936.jpg,1 18,"A person sitting on a beach with some animals."
937.jpg,17,"A cat sitting on top of a pile of papers on a desk."
938.jpg,1,"A woman standing near the ocean holding a surfboard."
939.jpg,1,"The giraffe is eating from the hands of the spectators"
940.jpg,9 1,"Speed boats are splashing through the water near a large city."
941.jpg,1,"A woman sitting at a table with a laptop computer."
942.jpg,10,"A street sign that is on a pole for traffic lights."
943.jpg,9 5 1,"An old small plane sitting in water by the river's edge."
944.jpg,1,"A young woman on a surfboard surfing on a wave"
945.jpg,1 6,"Looking from vehicle window at people through a bus window."
946.jpg,1,"A woman presenting cupcakes with lit candles to a baby."
947.jpg,1,"a male snowboarder and a female snow skier"
948.jpg,1 15,"A young couple grinning from atop a grazing elephant"
949.jpg,1,"people walking through a path staring an with a city clock"
950.jpg,16 1 2 15,"A man performing a skateboard trick at a skate park."
951.jpg,16 1 6,"a couple of men stand next to a city bus"
952.jpg,1,"A group of young girls playing a game of soccer."
953.jpg,18 19,"A horse looking over a fence at a dog."
954.jpg,1 10 7,"A passenger train pulling up to a train station."
955.jpg,16,"A rooster stands in the grass adjacent to a road."
956.jpg,1 6,"A white, blue and grey bus on street in the rain."
957.jpg,1,"A group of people are cutting into a large cake."
958.jpg,1 3,"A man attempting performance art on the street."
959.jpg,1 2 13,"A social occasion of people are uncovered before the open day."
960.jpg,9,"A sailboat with its sails down anchored in a harbor."
961.jpg,18,"a white dog sitting in a black chair"
962.jpg,1,"A group of people walking down a sidewalk with umbrellas."
963.jpg,1,"a number of people piled into a train"
964.jpg,1,"A boy holding onto a kite string where the kite is very high."
965.jpg,13,"a stop sign with a red light on it"
966.jpg,1,"A man riding waves on his surfboard in the ocean."
967.jpg,1,"A young man riding a skateboard in front of a tall building."
968.jpg,1,"There are some men playing a game of baseball."
969.jpg,1,"Two men posing inside of a restaurant while one has a rose in his mouth."
970.jpg,11,"A silver and red fire hydrant covered in snow."
971.jpg,1,"Two woman are sitting at a table with food."
972.jpg,1,"a helicopter is sitting on a runway on a boat"
973.jpg,1 2 10 7,"People riding on the road in a blue transport train."
974.jpg,1,"A pizza sitting on top of a metal pizza pan."
975.jpg,1 3 6 8 10,"Traffic makes its way down a busy city street."
976.jpg,1 18,"Two people walking with surf boards and two dogs."
977.jpg,1,"A man riding skis down a snow covered slope."
978.jpg,1,"A cross country skier on a path through the woods"
979.jpg,1,"Three skiers are skiing on a snowy mountain."
980.jpg,8 9,"The is a fire engine next to the Golden Gate Bridge."
981.jpg,1 15,"a person sitting on a bench near many trees"
982.jpg,1,"Two women wearing dressed holding hands with someone dressed up as a bear"
983.jpg,7,"A long passenger train traveling over on a bridge over water."
984.jpg,1,"A baseball player about to throw down his bat"
985.jpg,1 2,"A person practicing a trick at a skate park."
986.jpg,8,"A large neon sign advertising a market sitting on top of a building."
987.jpg,1,"A couple of women working on a smart device."
988.jpg,1,"A man is cutting an onion on the cutting board"
989.jpg,1,"A woman standing in a living room holding a Wii controller next to a man."
990.jpg,1,"Here is a black and white photo of 2 professional baseball players from the Boston team  in an earlier period of the history of the sport.."
991.jpg,10,"There is a traffic light that is red with a green arrow sign."
992.jpg,8 2 3,"A close-up of the back of the blue truck with a painted mural."
993.jpg,1,"this man is holding a ball up to the camera"
994.jpg,1,"A person walking on a crutch towards a parked car."
995.jpg,8 1 6,"A hand dolly with several packages on it near a tractor trailer"
996.jpg,10,"The traffic light is clearly visible for us to see."
997.jpg,1,"a young person standing on a chair in a kitchen cooking doughnuts"
998.jpg,1 6,"Woman walking with umbrella on rainy day in urban city."
999.jpg,1,"Someone is still in bed, and wrapped in a blanket."
1000.jpg,18,"A brown and white dog standing on a lush green field."
1001.jpg,1,"A sports person stretches to reach a ball."
1002.jpg,1 7,"Two men look out a window at two other people with umbrellas."
1003.jpg,18 19,"A couple of dogs standing in the grass."
1004.jpg,1,"a beach with people and many different kites"
1005.jpg,1,"A baseball player pitching a baseball on a field."
1006.jpg,1,"a man that is jumping a skateboard over a rail"
1007.jpg,1 3 6 9,"A double decker bus beside of a waterway with palm trees."
1008.jpg,1,"A young boy holding a blue plastic baseball bat between his legs."
1009.jpg,1 19,"The man is sitting on a horse that is standing on a sidewalk."
1010.jpg,8 1 5,"A little girl on a chair watching planes through the window."
1011.jpg,7,"A train on tracks next to a large dirt field."
1012.jpg,17,"A tv in a living room next to couches and a table."
1013.jpg,1,"A young boy stand on top of a rock and throws a frisbee."
1014.jpg,18,"Atop an oriental rug rests a dog and two low-lying tables and a taller one
full of very tidily arranged piles of jeans and tops."
1015.jpg,9 1,"A man standing on the end of a pier next to a boat."
1016.jpg,9,"A boat traveling along a river below very tall buildings."
1017.jpg,7,"A train traveling past a small down below a mountain."
1018.jpg,1 10 3,"A man flying through the air while riding a skateboard."
1019.jpg,16 1,"Two men walking on the beach with their surfboards."
1020.jpg,16,"Three elephants are getting muddy by the river."
1021.jpg,1 19,"A parade float is getting ready for the parade."
1022.jpg,3 7,"some snow and two trains on their tracks and some buildings"
1023.jpg,1,"Two men standing next to a machine in a factory."
1024.jpg,8 10 3,"A couple of cars driving down a street under traffic lights."
1025.jpg,1 3 6,"Multiple buses are along the street near the Starbucks coffee house."
1026.jpg,1 17,"A man lies on his back with a laptop on his stomach."
1027.jpg,10,"No parking signs hanging on a pole."
1028.jpg,1,"an image of a man holding a donut and a frappe"
1029.jpg,1 5,"A person walking past an overflowing trash can."
1030.jpg,1,"A man riding a paddle board on top of a large body of water."
1031.jpg,1,"A glass platter that has pizza on it."
1032.jpg,1 19,"The man is helping the child ride a pony."
1033.jpg,1,"a ocean that has some surfboards in water"
1034.jpg,5,"a airplane flying through a clear blue sky."
1035.jpg,1 3 15,"There is a childs baseball game going on on a field"
1036.jpg,14,"a parking meter sitting in the middle of a street."
1037.jpg,1,"a person that has a plate of food and a drink"
1038.jpg,1,"Boy rides down stairs in front of house on skateboard"
1039.jpg,9 1,"A boat rides through the water next to a castle."
1040.jpg,19,"A horse with a coat on it is looking out its window ."
1041.jpg,1,"A pitcher at a baseball game who is in mid pitch."
1042.jpg,1,"A baseball player holding a bat next to home plate."
1043.jpg,1 15,"A man with a baseball bat standing in the dirt."
1044.jpg,3,"A street sign indicating that the road curves."
1045.jpg,3 7,"A train passing through a lightly wooded area."
1046.jpg,1,"people with plates getting food at a food line"
1047.jpg,1 3 4,"Two people on motorcycles in a parking lot in the rain."
1048.jpg,1,"A older woman holding a yellow umbrella near an orange building."
1049.jpg,8 3,"Construction equipment on the side of a residential street."
1050.jpg,1,"A couple of people standing at a counter with fruit."
1051.jpg,1,"A lady laying down on a bed with a book."
1052.jpg,1,"A woman looks at her dresser covered with personal care products."
1053.jpg,1,"A baseball player is hitting the ball with his bat."
1054.jpg,1,"A group of skiers on skies gathered under a tree."
1055.jpg,1,"A person running across a field near a flying frisbee."
1056.jpg,11,"graffiti on a wall pointing to a fire hydrant"
1057.jpg,1,"A computer is left open in a public place."
1058.jpg,1,"A man in a tie and jacket wearing a white knitted cap stares at the camera."
1059.jpg,1,"The woman is sitting on the couch watching the young child at the table."
1060.jpg,1,"A man sitting at a table at a restaurant"
1061.jpg,8 1 14,"It is difficult to say what this truck is being used for."
1062.jpg,1 4,"A motorcyclist speeds around a turn on a road,"
1063.jpg,1,"A group of children playing with frisbees outside."
1064.jpg,3,"A group of cows that are standing in the grass."
1065.jpg,1 2 17,"A woman and a man holding Nintendo Wii game controllers."
1066.jpg,1,"a plate with some pizza and shrimp on it"
1067.jpg,7,"A train on a track pulling into a station with over cast skies."
1068.jpg,8 1 11,"A dollar store with a truck parked in front of it."
1069.jpg,1,"A male soccer player, holding the ball, is walking away from the other players."
1070.jpg,1,"A young man getting ready to ride a skate board."
1071.jpg,1,"Two women with a big teddy bear in pajamas."
1072.jpg,1,"Green bananas and other vegetables at a produce market."
1073.jpg,16,"Seagull standing on wet sand on a beach."
1074.jpg,19 1 3 8,"A man reaching down to touch the hoof of a horse while a woman holds the bridle."
1075.jpg,1,"Woman walking in restroom area with television picture on mirror."
1076.jpg,1,"A woman playing a game of tennis on a blue tennis court."
1077.jpg,18,"A dog in a vest is playing with a dog toy."
1078.jpg,1 17,"A person laying in bed with his laptop."
1079.jpg,17,"A cat is laying partially on a turned on laptop."
1080.jpg,1 15,"A man gets ready to hit a ball during a baseball game."
1081.jpg,1,"A female tennis player in a action on the court."
1082.jpg,1 3 13,"A man is standing by a stop sign."
1083.jpg,9 1,"Three people clip over a small lake in a motorboat."
1084.jpg,1 3 15,"A man is doing a trick on a skateboard"
1085.jpg,1,"A pair of scissors being held over paper with strange designs."
1086.jpg,15,"Long stemmed plant with flowers, white wall and stone floor."
1087.jpg,1,"A man standing in the middle of a snow covered field."
1088.jpg,17 4,"A cat that is sitting on a motorcycle."
1089.jpg,1,"A couple of people standing on top of a snow covered slope."
1090.jpg,1,"A young girl surfing a small wave in the ocean."
1091.jpg,1,"A man flying through the air riding a skateboard."
1092.jpg,9 1,"TWO PEOPLE ON A BOAT IN A RIVER."
1093.jpg,1,"A park that has pavilions and trees in it."
1094.jpg,1,"A man flying through the air while riding a skateboard."
1095.jpg,17,"A cat is sitting in a box with its mouth open."
1096.jpg,1 15,"A women who is laying on a bench."
1097.jpg,1 3 4,"A OLD COUPLE STANDING NEXT TO EACH OTHER HOLDING HANDS"
1098.jpg,8 1 3 15,"two people sitting on a bench in front of a clock tower"
1099.jpg,1 3,"A large tower clock atop a bridge on a city street."
1100.jpg,1,"Men with slices of a gigantic pizza on a restaurant table."
1101.jpg,1 7,"A few people are getting to know one another in affection."
1102.jpg,1,"a person holding a chocolate donut with chocolate frosting and sprinkles on it"
1103.jpg,1,"Batter hitting the ball during a professional baseball game."
1104.jpg,1,"A group of men standing around each other in a room."
1105.jpg,2 14,"A parking meter sitting under a solar panel."
1106.jpg,5,"The green and red airplane is sitting on the runway."
1107.jpg,1 7,"A person with luggage walking near a train."
1108.jpg,13,"A smashed up stop sign hanging from a tree."
1109.jpg,1 6 15,"A green passenger bus is boarding passengers near some water."
1110.jpg,1,"Two teenagers are playing with a WII video game."
1111.jpg,1,"A group of people sitting at a table with beverages in front of a window with ocean view."
1112.jpg,1,"The young man jumps on a ramp with his skateboard."
1113.jpg,1,"A man on a surfboard surfing in the ocean."
1114.jpg,17,"The cat is lying on a pile of clothes."
1115.jpg,1 18 15,"The dog is in front of a woman sitting on the bench."
1116.jpg,1 3 6 8 10 15,"A lush green field in the middle of a city."
1117.jpg,1,"A person holding a plate with a slice of cake."
1118.jpg,1,"A little league baseball game where he just hit the ball."
1119.jpg,10 13,"The Stop sign has been enhanced with some stickers, above an All Way and No Parking sign."
1120.jpg,1 3 4 8 18,"An antique model motorcycle on display with other older bikes on a grassy field."
1121.jpg,1,"A line of people holding kites on the beach."
1122.jpg,5,"A white and blue plane sitting on a run way."
1123.jpg,17,"A gray and white cat sits on a sink and looks down toward a toilet."
1124.jpg,1,"A woman walking down a street under a clear umbrella."
1125.jpg,16,"A bird sitting on top of a wooden framed mirror."
1126.jpg,13,"A stop sign with word graffiti on a residential street."
1127.jpg,1,"The little girl in pink shirt and beige pants throws the frisbee."
1128.jpg,17,"A black and white kitten sits inside of a grey shoe."
1129.jpg,19,"A horse is hooked up to a two-person carriage."
1130.jpg,1,"A couple of people on the water flying a kite."
1131.jpg,1 3 6,"A large pink bus is in front of another green one."
1132.jpg,1,"A group of young people standing at the top of some steps."
1133.jpg,8 1 3,"A man on skis is in a snowy neighborhood."
1134.jpg,1,"a female sitting on the floor with a laptop and some wires"
1135.jpg,10,"a street light pole with signs on it outside"
1136.jpg,1,"A couple of people racing each other on skis on top of snow."
1137.jpg,5,"A large Delta airlines jet sitting on top of a runway."
1138.jpg,8 1 3,"Two people looking at a cell phone in a train"
1139.jpg,1 3,"A woman kneels near a bench as a man with his foot on a skateboard sits on the bench."
1140.jpg,15,"A statue of a giraffe standing next to lots of wood furniture."
1141.jpg,1 4,"A motocross rider doing a trick while in the air"
1142.jpg,17 18,"A white dog laying on top of the floor."
1143.jpg,1,"Looking down at a squat style toilet, water bucket and sink"
1144.jpg,9 1,"Two boats on a lake motoring about with mountains in the background."
1145.jpg,1,"A man eating a slice of pizza in a large room"
1146.jpg,8 1,"mobile crane with the workers maintaining a monument"
1147.jpg,1,"A greenhouse with various fruits and vegetables on tables."
1148.jpg,1,"A man skateboards up the side of a wall."
1149.jpg,1 3 4,"A man riding a red motorcycle down a street."
1150.jpg,3 4 6,"A couple of cars parked next to the side of a road."
1151.jpg,1,"A woman is kneeling near some large buckets of food."
1152.jpg,9 1,"a person riding on the front of a small boat."
1153.jpg,5,"Rare airplanes are stored within a large hangar."
1154.jpg,1,"Two skiers catch some air in this sports stunt."
1155.jpg,1,"A man sitting with a laptop computer in his lap and feet on his desk."
1156.jpg,1,"A baseball pitcher on the mound about to throw a pitch."
1157.jpg,1,"A man standing on a  tennis court holding a racquet."
1158.jpg,16,"A yellow  is sitting on a branch"
1159.jpg,1,"Two man standing side by side in a house holding sweet snacks on plates"
1160.jpg,9 1,"Person with a helmet on rides in the water in a type of speed boat"
1161.jpg,1,"A group of four people standing in front of an elephant."
1162.jpg,1 15,"A man flying through the air while riding a skateboard."
1163.jpg,1 19,"Two young girls in old-fashioned clothing standing near a horse."
1164.jpg,1,"Boy holding lambs head and guiding him to a judge in agricultural show."
1165.jpg,1 4 13,"A crowd of tents sitting below a tall building."
1166.jpg,7,"A train parked by a street at the train station"
1167.jpg,8 19,"A horse standing in a fenced field on a barn."
1168.jpg,19,"A couple of brown ponies standing next to each other."
1169.jpg,1,"A baseball player holding a bat on top of a field."
1170.jpg,9 1,"A kite with happy pictures on it is flown on the beach."
1171.jpg,1 3 4,"A silver motorcycle parked on the side of a street."
1172.jpg,1 2 14,"A yellow parking meter on the side of the street."
1173.jpg,1 15,"Two women sitting on a metal bench next to a fence."
1174.jpg,8 1 5,"A fighter jet airplane on the runway at an airport."
1175.jpg,1 10,"A traffic light in a city with a figure of a person on top of it."
1176.jpg,19 1 2 3,"A brown horse with a bit on street next to buildings."
1177.jpg,17,"The brown and white cat is on the kitchen shelf next to the dishes."
1178.jpg,1,"A guy is surfing in some green looking water."
1179.jpg,19,"Two horses stand side by side in the open green field in the mountainous area"
1180.jpg,18 3,"A dog with its paws on a steering wheel and on coming car."
1181.jpg,1,"A woman cutting a sheet cake with a knife."
1182.jpg,1,"A Mariner's baseball player is going to get hit with the ball that was pitched."
1183.jpg,17,"A calico cat is sleeping with its head resting against shoes."
1184.jpg,1,"A lady move her arms really fast in a living room"
1185.jpg,1 18 3,"Two elephants are being rode down the city street."
1186.jpg,1,"A man in all black ski clothes standing in the snow"
1187.jpg,17,"A black cat with its head in a white toilet."
1188.jpg,1,"Two apartment doors with a sign in a window reading "for rent"."
1189.jpg,3 1 11 13,"A young boy standing next to a fire hydrant on green grass."
1190.jpg,1 3 4 14 15,"A little car that is sitting in the street."
1191.jpg,1 3,"A black and white photo of someone on a skate board."
1192.jpg,5,"A modern jet airliner flying in a blue sky"
1193.jpg,1 3 4,"Men holding red and blue flags ride in a red and blue car."
1194.jpg,1,"Restaurant kitchen scene with lots of cooking pans and kettles."
1195.jpg,1 6,"The big white bus is on the street."
1196.jpg,1,"A person riding skis across snow covered ground."
1197.jpg,1,"a little girl that has a kite in her hand"
1198.jpg,1,"A cup of coffee in a front of a oven."
1199.jpg,5,"A small jet plane in the air on a sunny day."
1200.jpg,1,"A man in a vest, tie and formal shirt posing for a photo."
1201.jpg,5 15,"A large plane is parked in a dirt field."
1202.jpg,13,"A red stop sign hanging from a metal pole."
1203.jpg,1,"A man raising an umbrella while a woman watches and smokes."
1204.jpg,18 3,"A small dog sitting inside of a vehicle."
1205.jpg,1 4,"An orange and white motorcycle parked in a lot"
1206.jpg,1 2 4 15,"An elephant walking down a street with a passenger and driver."
1207.jpg,5,"A large white airplane is on the snowy runway."
1208.jpg,1 18,"A group of dogs riding a wave on top of a surfboard."
1209.jpg,16,"a empty plate that has a bird on it"
1210.jpg,1 2 3 13 19,"A crowd of people walking across a street."
1211.jpg,1,"Oman holding an umbrella near a lake with a design"
1212.jpg,1 5,"a plane flying in the sky over palm trees and a billboard"
1213.jpg,17,"Two cats sitting on top of a window sill near curtains."
1214.jpg,1,"Two children are playing in the snow together."
1215.jpg,17,"A cat licking itself while sitting on a closed toilet seat"
1216.jpg,13,"A stop sign next to a road that has been blocked off with barriers."
1217.jpg,1,"A black and white photo of people sitting holding umbrellas."
1218.jpg,1,"A man holding a tennis racquet during a tennis match on a tennis court."
